target_angle,measured_angle
54.6,53.83254537135885
55.1,54.27177062681104
55.6,54.71099588226323
56.1,55.589446393167606
56.6,56.0286716486198
57.1,56.467896904071985
57.6,56.90712215952417
58.1,57.346347414976364
58.6,57.78557267042855
59.1,58.22479792588074
59.6,58.66402318133293
60.1,59.5424736922373
60.6,59.98169894768949
61.1,60.42092420314168
61.6,60.86014945859387
62.1,61.29937471404605
62.6,61.738599969498246
63.1,62.17782522495043
63.6,63.05627573585481
64.1,63.495500991307004
64.6,63.93472624675919
65.1,64.37395150221138
65.6,64.81317675766357
66.1,65.25240201311576
66.6,65.69162726856794
67.1,66.57007777947231
67.6,67.0093030349245
68.1,67.4485282903767
68.6,67.88775354582889
69.1,68.32697880128107
69.6,68.76620405673326
70.1,69.20542931218544
70.6,70.08387982308983
71.1,70.52310507854202
71.6,70.9623303339942
72.1,71.4015555894464
72.6,71.84078084489859
73.1,72.28000610035078
73.6,72.71923135580296
74.1,73.59768186670733
74.6,74.03690712215952
75.1,74.4761323776117
75.6,74.9153576330639
76.1,75.35458288851609
76.6,75.79380814396828
77.1,76.23303339942046
77.6,76.67225865487265
78.1,77.55070916577704
78.6,77.98993442122922
79.1,78.42915967668141
79.6,78.86838493213361
80.1,79.3076101875858
80.6,79.74683544303797
81.1,80.18606069849015
81.6,81.06451120939454
82.1,81.50373646484672
82.6,81.94296172029891
83.1,82.38218697575111
83.6,82.8214122312033
84.1,83.26063748665548
84.6,83.69986274210767
85.1,84.57831325301206
85.6,85.01753850846424
86.1,85.45676376391643
86.6,85.89598901936861
87.1,86.3352142748208
87.6,86.77443953027299
88.1,87.21366478572517
88.6,88.09211529662956
89.1,88.53134055208174
89.6,88.97056580753393
90.1,89.40979106298612
90.6,89.84901631843832
91.1,90.2882415738905
91.6,90.72746682934269
92.1,91.16669208479487
92.6,92.04514259569926
93.1,92.48436785115145
93.6,92.92359310660363
94.1,93.36281836205582
94.6,93.80204361750802
95.1,94.2412688729602
95.6,94.68049412841239
96.1,95.55894463931676
96.6,95.99816989476896
97.1,96.43739515022112
97.6,96.87662040567332
98.1,97.31584566112551
98.6,97.7550709165777
99.1,98.19429617202988
99.6,99.07274668293427
100.1,99.51197193838645
100.6,99.95119719383864
101.1,100.39042244929082
101.6,100.82964770474302
102.1,101.26887296019521
102.6,101.7080982156474
103.1,102.58654872655178
103.6,103.02577398200397
104.1,103.46499923745615
104.6,103.90422449290834
105.1,104.34344974836053
105.6,104.78267500381273
106.1,105.22190025926491
106.6,105.6611255147171
107.1,106.53957602562147
107.6,106.97880128107367
108.1,107.41802653652586
108.6,107.85725179197804
109.1,108.29647704743023
109.6,108.73570230288243
110.1,109.17492755833462
110.6,110.05337806923897
111.1,110.49260332469116
111.6,110.93182858014335
112.1,111.37105383559555
112.6,111.81027909104773
113.1,112.24950434649992
113.6,112.6887296019521
114.1,113.56718011285649
114.6,114.00640536830868
115.1,114.44563062376086
115.6,114.88485587921305
116.1,115.32408113466524
116.6,115.76330639011744
117.1,116.20253164556962
117.6,117.080982156474
118.1,117.5202074119262
118.6,117.95943266737838
119.1,118.39865792283057
119.6,118.83788317828275
120.1,119.27710843373494
120.6,119.71633368918714
121.1,120.59478420009151
121.6,121.0340094555437
122.1,121.4732347109959
122.6,121.91245996644808
123.1,122.35168522190027
123.6,122.79091047735245
124.1,123.23013573280463
124.6,123.66936098825681
125.1,124.5478114991612
125.6,124.98703675461338
126.1,125.42626201006557
126.6,125.86548726551776
127.1,126.30471252096996
127.6,126.74393777642214
128.1,127.18316303187433
128.6,128.0616135427787
129.1,128.5008387982309
129.6,128.94006405368307
130.1,129.3792893091353
130.6,129.81851456458747
131.1,130.25773982003966
131.6,130.69696507549185
132.1,131.57541558639622
132.6,132.0146408418484
133.1,132.4538660973006
133.6,132.89309135275278
134.1,133.332316608205
134.6,133.77154186365718
135.1,134.21076711910936
135.6,135.08921763001374
136.1,135.52844288546592
136.6,135.9676681409181
137.1,136.4068933963703
137.6,136.84611865182248
138.1,137.28534390727467
138.6,137.72456916272685
139.1,138.16379441817904
139.6,139.0422449290834
140.1,139.4814701845356
140.6,139.92069543998778
141.1,140.35992069544
141.6,140.79914595089218
142.1,141.23837120634437
142.6,141.67759646179655
143.1,142.55604697270093
143.6,142.9952722281531
144.1,143.4344974836053
144.6,143.87372273905748
145.1,144.3129479945097
145.6,144.75217324996188
146.1,145.19139850541407
146.6,146.06984901631844
147.1,146.50907427177063
147.6,146.94829952722282
148.1,147.387524782675
148.6,147.8267500381272
149.1,148.2659752935794
149.6,148.7052005490316
150.1,149.58365105993596
150.6,150.02287631538812
151.1,150.4621015708403
151.6,150.9013268262925
152.1,151.3405520817447
152.6,151.7797773371969
153.1,152.21900259264908
153.6,153.09745310355345
154.1,153.53667835900563
154.6,153.97590361445782
155.1,154.41512886991
155.6,154.8543541253622
156.1,155.2935793808144
156.6,155.7328046362666
157.1,156.17202989171878
157.6,157.05048040262315
158.1,157.48970565807534
158.6,157.92893091352752
159.1,158.3681561689797
159.6,158.8073814244319
160.1,159.2466066798841
160.6,159.6858319353363
161.1,160.56428244624067
161.6,161.00350770169285
162.1,161.44273295714504
162.6,161.88195821259723
163.1,162.3211834680494
163.6,162.7604087235016
164.1,163.1996339789538
164.6,164.07808448985816
165.1,164.51730974531034
165.6,164.95653500076253
166.1,165.39576025621471
166.6,165.8349855116669
167.1,166.27421076711911
167.6,166.7134360225713
168.1,167.59188653347567
168.6,168.03111178892786
169.1,168.47033704438005
169.6,168.90956229983223
170.1,169.34878755528442
170.6,169.7880128107366
171.1,170.22723806618882
171.6,170.666463321641
172.1,171.54491383254538
172.6,171.98413908799756
173.1,172.42336434344975
173.6,172.86258959890193
174.1,173.30181485435412
174.6,173.7410401098063
175.1,174.18026536525852
175.6,175.0587158761629
176.1,175.49794113161508
176.6,175.93716638706726
177.1,176.37639164251945
177.6,176.81561689797164
178.1,177.25484215342382
178.6,177.694067408876
179.1,178.57251791978038
179.6,179.01174317523257
0.2,179.45096843068475
0.7,-0.19216104926033248
1.2,0.6862894616440446
1.7,1.125514717096233
2.2,1.5647399725484217
2.7,2.00396522800061
3.2,2.443190483452798
3.7,2.882415738904987
4.2,3.3216409943571756
4.7,3.760866249809364
5.2,4.639316760713741
5.7,5.07854201616593
6.2,5.517767271618118
6.7,5.956992527070307
7.2,6.396217782522495
7.7,6.8354430379746836
8.2,7.274668293426871
8.7,8.153118804331248
9.2,8.592344059783438
9.7,9.031569315235625
10.2,9.470794570687815
10.7,9.910019826140003
11.2,10.349245081592192
11.7,10.78847033704438
12.2,11.666920847948758
12.7,12.106146103400945
13.2,12.545371358853133
13.7,12.984596614305323
14.2,13.42382186975751
14.7,13.863047125209699
15.2,14.302272380661888
15.7,15.180722891566264
16.2,15.619948147018453
16.7,16.05917340247064
17.2,16.49839865792283
17.7,16.937623913375017
18.2,17.376849168827206
18.7,17.816074424279396
19.2,18.69452493518377
19.7,19.13375019063596
20.2,19.57297544608815
20.7,20.01220070154034
21.2,20.451425956992527
21.7,20.890651212444716
22.2,21.329876467896906
22.7,21.76910172334909
23.2,22.64755223425347
23.7,23.08677748970566
24.2,23.526002745157847
24.7,23.965228000610036
25.2,24.404453256062222
25.7,24.843678511514412
26.2,25.282903766966598
26.7,26.161354277870977
27.2,26.600579533323167
27.7,27.039804788775356
28.2,27.479030044227546
28.7,27.91825529967973
29.2,28.357480555131918
29.7,28.796705810584108
30.2,29.675156321488487
30.7,30.114381576940676
31.2,30.553606832392866
31.7,30.99283208784505
32.2,31.432057343297238
32.7,31.871282598749428
33.2,32.31050785420162
33.7,33.188958365106
34.2,33.62818362055818
34.7,34.067408876010376
35.2,34.506634131462555
35.7,34.94585938691475
36.2,35.385084642366934
36.7,35.82430989781913
37.2,36.26353515327131
37.7,37.14198566417569
38.2,37.58121091962788
38.7,38.020436175080064
39.2,38.45966143053226
39.7,38.89888668598444
40.2,39.33811194143663
40.7,39.77733719688882
41.2,40.6557877077932
41.7,41.09501296324538
42.2,41.534238218697574
42.7,41.97346347414976
43.2,42.41268872960195
43.7,42.85191398505414
44.2,43.29113924050633
44.7,44.16958975141071
45.2,44.60881500686289
45.7,45.048040262315084
46.2,45.48726551776728
46.7,45.92649077321946
47.2,46.36571602867164
47.7,46.804941284123835
48.2,47.683391795028214
48.7,48.1226170504804
49.2,48.561842305932586
49.7,49.00106756138478
50.2,49.440292816836966
50.7,49.87951807228916
51.2,50.318743327741345
51.7,51.197193838645724
52.2,51.63641909409792
52.7,52.0756443495501
53.2,52.51486960500229
53.7,52.95409486045447
54.2,53.39332011590666
54.7,53.83254537135885
55.2,54.27177062681104
55.7,55.15022113771542
56.2,55.589446393167606
56.7,56.0286716486198
57.2,56.467896904071985
57.7,56.90712215952417
58.2,57.346347414976364
58.7,57.78557267042855
59.2,58.66402318133293
59.7,59.10324843678512
60.2,59.5424736922373
60.7,59.98169894768949
61.2,60.42092420314168
61.7,60.86014945859387
62.2,61.29937471404605
62.7,62.17782522495043
63.2,62.617050480402625
63.7,63.05627573585481
64.2,63.495500991307004
64.7,63.93472624675919
65.2,64.37395150221138
65.7,64.81317675766357
66.2,65.69162726856794
66.7,66.13085252402014
67.2,66.57007777947231
67.7,67.0093030349245
68.2,67.4485282903767
68.7,67.88775354582889
69.2,68.32697880128107
69.7,68.76620405673326
70.2,69.64465456763764
70.7,70.08387982308983
71.2,70.52310507854202
71.7,70.9623303339942
72.2,71.4015555894464
72.7,71.84078084489859
73.2,72.28000610035078
73.7,73.15845661125515
74.2,73.59768186670733
74.7,74.03690712215952
75.2,74.4761323776117
75.7,74.9153576330639
76.2,75.35458288851609
76.7,75.79380814396828
77.2,76.67225865487265
77.7,77.11148391032485
78.2,77.55070916577704
78.7,77.98993442122922
79.2,78.42915967668141
79.7,78.86838493213361
80.2,79.3076101875858
80.7,80.18606069849015
81.2,80.62528595394235
81.7,81.06451120939454
82.2,81.50373646484672
82.7,81.94296172029891
83.2,82.38218697575111
83.7,82.8214122312033
84.2,83.69986274210767
84.7,84.13908799755986
85.2,84.57831325301206
85.7,85.01753850846424
86.2,85.45676376391643
86.7,85.89598901936861
87.2,86.3352142748208
87.7,86.77443953027299
88.2,87.65289004117736
88.7,88.09211529662956
89.2,88.53134055208174
89.7,88.97056580753393
90.2,89.40979106298612
90.7,89.84901631843832
91.2,90.2882415738905
91.7,91.16669208479487
92.2,91.60591734024706
92.7,92.04514259569926
93.2,92.48436785115145
93.7,92.92359310660363
94.2,93.36281836205582
94.7,93.80204361750802
95.2,94.68049412841239
95.7,95.11971938386458
96.2,95.55894463931676
96.7,95.99816989476896
97.2,96.43739515022112
97.7,96.87662040567332
98.2,97.31584566112551
98.7,98.19429617202988
99.2,98.63352142748208
99.7,99.07274668293427
100.2,99.51197193838645
100.7,99.95119719383864
101.2,100.39042244929082
101.7,100.82964770474302
102.2,101.26887296019521
102.7,102.14732347109958
103.2,102.58654872655178
103.7,103.02577398200397
104.2,103.46499923745615
104.7,103.90422449290834
105.2,104.34344974836053
105.7,104.78267500381273
106.2,105.6611255147171
106.7,106.10035077016929
107.2,106.53957602562147
107.7,106.97880128107367
108.2,107.41802653652586
108.7,107.85725179197804
109.2,108.29647704743023
109.7,109.17492755833462
110.2,109.6141528137868
110.7,110.05337806923897
111.2,110.49260332469116
111.7,110.93182858014335
112.2,111.37105383559555
112.7,111.81027909104773
113.2,112.6887296019521
113.7,113.12795485740429
114.2,113.56718011285649
114.7,114.00640536830868
115.2,114.44563062376086
115.7,114.88485587921305
116.2,115.32408113466524
116.7,115.76330639011744
117.2,116.64175690102181
117.7,117.080982156474
118.2,117.5202074119262
118.7,117.95943266737838
119.2,118.39865792283057
119.7,118.83788317828275
120.2,119.27710843373494
120.7,120.15555894463932
121.2,120.59478420009151
121.7,121.0340094555437
122.2,121.4732347109959
122.7,121.91245996644808
123.2,122.35168522190027
123.7,122.79091047735245
124.2,123.66936098825681
124.7,124.108586243709
125.2,124.5478114991612
125.7,124.98703675461338
126.2,125.42626201006557
126.7,125.86548726551776
127.2,126.30471252096996
127.7,127.18316303187433
128.2,127.62238828732652
128.7,128.0616135427787
129.2,128.5008387982309
129.7,128.94006405368307
130.2,129.3792893091353
130.7,129.81851456458747
131.2,130.69696507549185
131.7,131.13619033094403
132.2,131.57541558639622
132.7,132.0146408418484
133.2,132.4538660973006
133.7,132.89309135275278
134.2,133.332316608205
134.7,133.77154186365718
135.2,134.64999237456155
135.7,135.08921763001374
136.2,135.52844288546592
136.7,135.9676681409181
137.2,136.4068933963703
137.7,136.84611865182248
138.2,137.28534390727467
138.7,138.16379441817904
139.2,138.60301967363122
139.7,139.0422449290834
140.2,139.4814701845356
140.7,139.92069543998778
141.2,140.35992069544
141.7,140.79914595089218
142.2,141.67759646179655
142.7,142.11682171724874
143.2,142.55604697270093
143.7,142.9952722281531
144.2,143.4344974836053
144.7,143.87372273905748
145.2,144.3129479945097
145.7,145.19139850541407
146.2,145.63062376086626
146.7,146.06984901631844
147.2,146.50907427177063
147.7,146.94829952722282
148.2,147.387524782675
148.7,147.8267500381272
149.2,148.2659752935794
149.7,149.14442580448377
150.2,149.58365105993596
150.7,150.02287631538812
151.2,150.4621015708403
151.7,150.9013268262925
152.2,151.3405520817447
152.7,151.7797773371969
153.2,152.65822784810126
153.7,153.09745310355345
154.2,153.53667835900563
154.7,153.97590361445782
155.2,154.41512886991
155.7,154.8543541253622
156.2,155.2935793808144
156.7,156.17202989171878
157.2,156.61125514717097
157.7,157.05048040262315
158.2,157.48970565807534
158.7,157.92893091352752
159.2,158.3681561689797
159.7,158.8073814244319
160.2,159.6858319353363
160.7,160.12505719078848
161.2,160.56428244624067
161.7,161.00350770169285
162.2,161.44273295714504
162.7,161.88195821259723
163.2,162.3211834680494
163.7,163.1996339789538
164.2,163.63885923440597
164.7,164.07808448985816
165.2,164.51730974531034
165.7,164.95653500076253
166.2,165.39576025621471
166.7,165.8349855116669
167.2,166.27421076711911
167.7,167.1526612780235
168.2,167.59188653347567
168.7,168.03111178892786
169.2,168.47033704438005
169.7,168.90956229983223
170.2,169.34878755528442
170.7,169.7880128107366
171.2,170.666463321641
171.7,171.1056885770932
172.2,171.54491383254538
172.7,171.98413908799756
173.2,172.42336434344975
173.7,172.86258959890193
174.2,173.30181485435412
174.7,174.18026536525852
175.2,174.6194906207107
175.7,175.0587158761629
176.2,175.49794113161508
176.7,175.93716638706726
177.2,176.37639164251945
177.7,176.81561689797164
178.2,177.694067408876
178.7,178.1332926643282
179.2,178.57251791978038
179.7,179.01174317523257
0.30000000000000004,179.45096843068475
0.8,0.24706420619185604
1.3,0.6862894616440446
1.8,1.125514717096233
2.3,1.5647399725484217
2.8,2.00396522800061
3.3,2.443190483452798
3.8,2.882415738904987
4.3,3.760866249809364
4.8,4.200091505261552
5.3,4.639316760713741
5.8,5.07854201616593
6.3,5.517767271618118
6.8,5.956992527070307
7.3,6.396217782522495
7.8,7.274668293426871
8.3,7.713893548879061
8.8,8.153118804331248
9.3,8.592344059783438
9.8,9.031569315235625
10.3,9.470794570687815
10.8,9.910019826140003
11.3,10.78847033704438
11.8,11.22769559249657
12.3,11.666920847948758
12.8,12.106146103400945
13.3,12.545371358853133
13.8,12.984596614305323
14.3,13.42382186975751
14.8,13.863047125209699
15.3,14.741497636114078
15.8,15.180722891566264
16.3,15.619948147018453
16.8,16.05917340247064
17.3,16.49839865792283
17.8,16.937623913375017
18.3,17.376849168827206
18.8,18.255299679731586
19.3,18.69452493518377
19.8,19.13375019063596
20.3,19.57297544608815
20.8,20.01220070154034
21.3,20.451425956992527
21.8,20.890651212444716
22.3,21.76910172334909
22.8,22.20832697880128
23.3,22.64755223425347
23.8,23.08677748970566
24.3,23.526002745157847
24.8,23.965228000610036
25.3,24.404453256062222
25.8,25.282903766966598
26.3,25.722129022418788
26.8,26.161354277870977
27.3,26.600579533323167
27.8,27.039804788775356
28.3,27.479030044227546
28.8,27.91825529967973
29.3,28.796705810584108
29.8,29.235931066036297
30.3,29.675156321488487
30.8,30.114381576940676
31.3,30.553606832392866
31.8,30.99283208784505
32.3,31.432057343297238
32.8,31.871282598749428
33.3,32.7497331096538
33.8,33.188958365106
34.3,33.62818362055818
34.8,34.067408876010376
35.3,34.506634131462555
35.8,34.94585938691475
36.3,35.385084642366934
36.8,36.26353515327131
37.3,36.702760408723506
37.8,37.14198566417569
38.3,37.58121091962788
38.8,38.020436175080064
39.3,38.45966143053226
39.8,38.89888668598444
40.3,39.77733719688882
40.8,40.21656245234101
